State_Count,Average_Opportunity_Score,Median_Opportunity_Score,Minimum_Opportunity_Score,Maximum_Opportunity_Score,Average_EVs_Per_10000_Residents,Average_Chargers_Per_1000_EVs,Average_PlugShare_Per_10000_Residents
50,28.34,26.23,9.82,67.14,75.36,118.32,7.59
